,0,1,2,3,4,5,6,7,8,9,10,11
5414,Slovakia,2001,male,55-74 years,113,364806,30.98,Slovakia2001,,"30,703,017,450",6020,Silent
5415,Poland,2013,male,75+ years,287,869774,33.0,Poland2013,0.84,"524,234,322,597",14552,Silent
5416,Finland,1995,female,75+ years,20,206800,9.67,Finland1995,0.815,"134,199,346,405",28068,G.I. Generation
5417,Latvia,1996,female,15-24 years,6,164100,3.66,Latvia1996,,"5,970,044,666",2526,Generation X
5418,Iceland,2014,female,55-74 years,2,30942,6.46,Iceland2014,0.899,"17,304,033,021",56833,Boomers
5419,Panama,1999,male,25-34 years,39,250022,15.6,Panama1999,,"12,130,252,200",4606,Generation X
5420,Israel,2010,female,15-24 years,10,576967,1.73,Israel2010,0.883,"233,609,522,091",34104,Millenials
5421,Australia,1990,male,55-74 years,325,1266400,25.66,Australia1990,0.865,"310,838,014,621",19665,G.I. Generation
5422,Norway,2006,female,35-54 years,61,648666,9.4,Norway2006,,"345,424,664,369",79007,Boomers
5423,Canada,2012,male,5-14 years,17,1921981,0.88,Canada2012,0.91,"1,824,288,757,448",55347,Generation Z
5424,Portugal,2012,female,35-54 years,54,1613054,3.35,Portugal2012,0.8270000000000001,"216,368,178,659",21573,Generation X
5425,Malta,1991,female,35-54 years,1,49800,2.01,Malta1991,,"2,750,041,434",8313,Boomers
5426,Suriname,1985,female,5-14 years,1,52400,1.91,Suriname1985,,"873,250,000",2706,Generation X
5427,New Zealand,1999,male,35-54 years,125,533840,23.42,New Zealand1999,,"58,762,260,626",16556,Boomers
5428,Netherlands,1994,male,35-54 years,415,2231800,18.59,Netherlands1994,,"374,291,430,318",25997,Boomers
5429,Belize,2008,male,15-24 years,2,30760,6.5,Belize2008,,"1,368,625,150",5098,Millenials
5430,Czech Republic,2005,male,55-74 years,347,998004,34.77,Czech Republic2005,0.847,"136,280,689,891",13961,Silent
5431,Belize,2014,male,55-74 years,4,13350,29.96,Belize2014,0.715,"1,703,951,050",5448,Boomers
5432,Kuwait,2010,female,25-34 years,8,351659,2.27,Kuwait2010,0.809,"115,419,050,942",35171,Generation X
5433,Austria,1991,female,75+ years,98,358612,27.33,Austria1991,,"173,794,177,725",23808,G.I. Generation
5434,Colombia,1998,female,15-24 years,247,3789996,6.52,Colombia1998,,"98,443,739,941",2814,Generation X
5435,Sweden,2010,female,75+ years,34,480218,7.08,Sweden2010,0.9009999999999999,"488,377,689,565",55352,Silent
5436,France,1985,female,5-14 years,6,3645600,0.16,France1985,0.741,"553,138,414,367",10765,Generation X
5437,Norway,1998,female,25-34 years,23,335200,6.86,Norway1998,,"154,165,219,812",37334,Generation X
5438,Philippines,2000,male,55-74 years,121,2370016,5.11,Philippines2000,0.623,"81,026,300,311",1205,Silent
5439,Ireland,1999,male,75+ years,10,68952,14.5,Ireland1999,,"98,691,849,563",28344,G.I. Generation
5440,Hungary,2009,male,75+ years,214,236367,90.54,Hungary2009,,"130,593,960,612",13697,Silent
5441,Ireland,1989,male,35-54 years,77,397500,19.37,Ireland1989,,"39,285,385,088",12188,Silent
5442,United States,1995,female,15-24 years,652,17594600,3.71,United States1995,0.8759999999999999,"7,664,060,000,000",31518,Generation X
5443,Republic of Korea,2001,male,75+ years,328,359104,91.34,Republic of Korea2001,,"533,052,076,314",11922,Silent
5444,Bahrain,2010,female,25-34 years,1,104368,0.96,Bahrain2010,0.8190000000000001,"25,713,271,277",22572,Generation X
5445,Luxembourg,1990,male,35-54 years,16,53800,29.74,Luxembourg1990,0.779,"13,229,247,948",36871,Silent
5446,Barbados,1988,male,15-24 years,2,26400,7.58,Barbados1988,,"1,822,815,594",7763,Generation X
5447,Uzbekistan,1994,female,5-14 years,3,2890400,0.1,Uzbekistan1994,,"12,899,156,991",674,Millenials
5448,Georgia,2004,male,25-34 years,29,296000,9.8,Georgia2004,,"5,125,363,001",1253,Generation X
5449,Colombia,2005,female,75+ years,5,491399,1.02,Colombia2005,0.679,"146,566,264,837",3742,Silent
5450,United Kingdom,2002,female,25-34 years,170,4149794,4.1,United Kingdom2002,,"1,768,408,273,381",31630,Generation X
5451,Ukraine,2011,male,75+ years,531,830200,63.96,Ukraine2011,0.738,"163,159,671,670",3788,Silent
5452,Poland,1996,male,55-74 years,1038,2830000,36.68,Poland1996,,"159,942,880,457",4413,Silent
5453,Czech Republic,1998,male,25-34 years,179,742300,24.11,Czech Republic1998,,"66,490,372,105",6779,Generation X
5454,Qatar,2006,female,5-14 years,0,57408,0.0,Qatar2006,,"60,882,142,857",64762,Millenials
5455,Ireland,2010,female,35-54 years,38,638166,5.95,Ireland2010,0.9079999999999999,"221,951,354,762",52042,Generation X
5456,Lithuania,2007,female,25-34 years,17,212154,8.01,Lithuania2007,,"39,738,180,077",12869,Generation X
5457,Mexico,2013,male,35-54 years,1469,14385858,10.21,Mexico2013,0.755,"1,274,443,078,609",11478,Generation X
5458,Portugal,2013,female,75+ years,58,622105,9.32,Portugal2013,0.828,"226,073,492,966",22641,Silent
5459,Thailand,2011,male,15-24 years,357,4929387,7.24,Thailand2011,0.721,"370,818,747,397",6153,Millenials
5460,Portugal,1987,male,55-74 years,225,827812,27.18,Portugal1987,,"48,187,667,853",5138,G.I. Generation
5461,Estonia,2003,female,55-74 years,17,170190,9.99,Estonia2003,,"9,833,870,709",7523,Silent
5462,Panama,1997,male,25-34 years,45,238869,18.84,Panama1997,,"10,677,286,100",4227,Generation X
5463,Argentina,1992,male,5-14 years,22,3371800,0.65,Argentina1992,,"228,788,617,202",7615,Millenials
5464,Sri Lanka,1998,female,55-74 years,118,1006698,11.72,Sri Lanka1998,,"15,794,972,847",935,Silent
5465,Armenia,1999,male,55-74 years,15,238100,6.3,Armenia1999,,"1,845,482,181",515,Silent
5466,Iceland,2005,male,5-14 years,0,22712,0.0,Iceland2005,0.889,"16,691,490,114",60712,Millenials
5467,Lithuania,2002,female,25-34 years,28,242244,11.56,Lithuania2002,,"14,278,357,284",4360,Generation X
5468,Finland,1990,male,55-74 years,210,391100,53.69,Finland1990,0.7829999999999999,"141,517,648,888",30271,G.I. Generation
5469,Kyrgyzstan,2000,female,35-54 years,34,512008,6.64,Kyrgyzstan2000,0.593,"1,369,693,171",313,Boomers
5470,Puerto Rico,2012,female,35-54 years,16,512033,3.12,Puerto Rico2012,,"101,564,800,000",29247,Generation X
5471,Austria,2013,female,5-14 years,3,400256,0.75,Austria2013,0.884,"430,068,712,972",53229,Generation Z
5472,Russian Federation,1999,female,15-24 years,1080,10957600,9.86,Russian Federation1999,,"195,905,767,669",1412,Generation X
5473,Germany,2000,male,5-14 years,25,4562649,0.55,Germany2000,0.855,"1,949,953,934,034",24922,Millenials
5474,Saint Lucia,1998,male,35-54 years,2,14443,13.85,Saint Lucia1998,,"737,554,872",5407,Boomers
5475,Spain,2014,male,35-54 years,1184,7552174,15.68,Spain2014,0.8759999999999999,"1,376,910,811,041",31171,Generation X
5476,Bulgaria,2003,male,5-14 years,6,407671,1.47,Bulgaria2003,,"20,982,685,981",2800,Millenials
5477,Austria,1995,male,75+ years,184,147262,124.95,Austria1995,0.815,"241,038,283,063",32237,G.I. Generation
5478,New Zealand,2013,male,35-54 years,140,583390,24.0,New Zealand2013,0.9109999999999999,"190,785,204,764",46198,Generation X
5479,Austria,1990,male,35-54 years,418,985787,42.4,Austria1990,0.794,"166,463,386,663",23020,Silent
5480,New Zealand,2007,male,35-54 years,150,588830,25.47,New Zealand2007,,"137,316,087,308",34892,Boomers
5481,Cuba,2001,male,55-74 years,333,783077,42.52,Cuba2001,,"31,682,400,000",3037,Silent
5482,Panama,1998,male,15-24 years,36,288189,12.49,Panama1998,,"11,575,486,400",4488,Generation X
5483,New Zealand,1991,female,15-24 years,16,289300,5.53,New Zealand1991,,"42,756,020,707",13345,Generation X
5484,Finland,1988,male,35-54 years,458,702100,65.23,Finland1988,,"109,103,056,148",23546,Silent
5485,New Zealand,1986,male,35-54 years,100,376100,26.59,New Zealand1986,,"30,604,668,357",10114,Silent
5486,Australia,2003,male,5-14 years,7,1393719,0.5,Australia2003,,"466,294,700,058",25059,Millenials
5487,Canada,1986,male,15-24 years,570,2116700,26.93,Canada1986,,"377,437,927,312",16062,Generation X
5488,Saint Vincent and Grenadines,1987,female,25-34 years,0,7722,0.0,Saint Vincent and Grenadines1987,,"175,580,630",1908,Boomers
5489,Saint Vincent and Grenadines,1999,male,55-74 years,1,4717,21.2,Saint Vincent and Grenadines1999,,"390,719,148",4041,Silent
5490,Albania,1996,female,25-34 years,10,267900,3.73,Albania1996,,"3,314,898,292",1127,Generation X
5491,Spain,2008,male,55-74 years,701,4119213,17.02,Spain2008,,"1,635,015,380,108",37848,Silent
5492,Norway,1998,female,15-24 years,21,272000,7.72,Norway1998,,"154,165,219,812",37334,Generation X
5493,Mauritius,2014,male,25-34 years,24,90004,26.67,Mauritius2014,0.777,"12,803,445,934",11120,Millenials
5494,Portugal,2000,male,75+ years,105,260379,40.33,Portugal2000,0.782,"118,358,489,958",12152,G.I. Generation
5495,Germany,2006,male,25-34 years,629,4963413,12.67,Germany2006,,"3,002,446,368,084",38088,Generation X
5496,Portugal,1986,female,25-34 years,32,723861,4.42,Portugal1986,,"38,749,715,722",4145,Boomers
5497,Serbia,2011,male,75+ years,211,215193,98.05,Serbia2011,0.7609999999999999,"46,466,728,667",6734,Silent
5498,Thailand,1990,male,25-34 years,622,4749653,13.1,Thailand1990,0.5720000000000001,"85,343,063,966",1666,Boomers
5499,Switzerland,2004,male,25-34 years,86,498009,17.27,Switzerland2004,,"394,163,688,621",56123,Generation X
5500,Cuba,2011,male,5-14 years,4,687609,0.58,Cuba2011,0.7759999999999999,"68,990,000,000",6419,Generation Z
5501,Bahamas,2007,female,55-74 years,0,21936,0.0,Bahamas2007,,"10,618,340,000",33710,Silent
5502,Israel,1996,male,5-14 years,3,555300,0.54,Israel1996,,"109,957,321,960",21545,Millenials
5503,New Zealand,1994,female,35-54 years,27,472900,5.71,New Zealand1994,,"55,154,160,816",16615,Boomers
5504,Estonia,2012,female,35-54 years,7,184354,3.8,Estonia2012,0.855,"23,043,864,510",18411,Generation X
5505,France,1992,female,15-24 years,175,4067600,4.3,France1992,,"1,401,465,923,172",26136,Generation X
5506,Seychelles,2002,female,35-54 years,0,10257,0.0,Seychelles2002,,"697,518,248",9070,Boomers
5507,Puerto Rico,1993,female,15-24 years,6,310130,1.93,Puerto Rico1993,,"36,922,456,000",11146,Generation X
5508,Canada,2012,female,5-14 years,17,1816079,0.94,Canada2012,0.91,"1,824,288,757,448",55347,Generation Z
5509,Kazakhstan,2015,female,15-24 years,127,1285407,9.88,Kazakhstan2015,,"184,388,432,149",11784,Millenials
5510,Austria,1997,female,75+ years,83,363002,22.86,Austria1997,,"212,790,348,405",28325,G.I. Generation
5511,Uruguay,2015,male,25-34 years,96,235597,40.75,Uruguay2015,,"53,274,304,222",16696,Millenials
5512,Georgia,1992,female,75+ years,6,138750,4.32,Georgia1992,,"3,690,328,964",740,G.I. Generation
5513,Guyana,1990,female,5-14 years,2,89480,2.24,Guyana1990,0.542,"396,582,263",607,Generation X
5514,Slovakia,1998,female,25-34 years,5,380100,1.32,Slovakia1998,,"29,828,899,206",5871,Generation X
5515,Sweden,2005,male,15-24 years,68,569180,11.95,Sweden2005,0.892,"389,042,298,377",45563,Millenials
5516,Hungary,2013,male,15-24 years,60,608253,9.86,Hungary2013,0.825,"135,215,704,419",14333,Millenials
5517,Greece,1992,male,55-74 years,90,1011947,8.89,Greece1992,,"116,224,673,043",11818,Silent
5518,Albania,1999,female,5-14 years,1,365200,0.27,Albania1999,,"3,414,760,915",1127,Millenials
5519,Belize,2008,male,35-54 years,6,30511,19.67,Belize2008,,"1,368,625,150",5098,Boomers
5520,Thailand,2014,male,75+ years,137,1005485,13.63,Thailand2014,0.726,"407,339,361,696",6662,Silent
5521,Grenada,1991,male,75+ years,0,1100,0.0,Grenada1991,,"300,757,889",3650,G.I. Generation
5522,Barbados,1985,male,5-14 years,0,24000,0.0,Barbados1985,0.7,"1,417,575,550",6137,Generation X
5523,Hungary,1995,female,25-34 years,55,645436,8.52,Hungary1995,0.74,"46,418,916,500",4767,Generation X
5524,Belize,2006,male,15-24 years,3,29465,10.18,Belize2006,,"1,217,467,600",4815,Millenials
5525,Israel,2011,female,35-54 years,22,899777,2.45,Israel2011,0.888,"261,628,548,084",37528,Generation X
5526,Sweden,1993,male,25-34 years,129,633400,20.37,Sweden1993,,"209,950,792,713",25880,Boomers
5527,Chile,1987,male,35-54 years,160,1268600,12.61,Chile1987,,"22,255,407,685",1985,Silent
5528,New Zealand,1997,female,5-14 years,3,279400,1.07,New Zealand1997,,"66,074,513,018",19041,Millenials
5529,Slovenia,1998,female,35-54 years,42,286600,14.65,Slovenia1998,,"22,125,435,372",11767,Boomers
5530,Jamaica,2001,female,5-14 years,0,277198,0.0,Jamaica2001,,"9,178,016,493",3838,Millenials
5531,Mauritius,1997,female,55-74 years,3,59300,5.06,Mauritius1997,,"4,187,367,602",4139,Silent
5532,Finland,1994,male,35-54 years,484,769800,62.87,Finland1994,,"103,321,570,859",21699,Boomers
5533,Iceland,1995,male,75+ years,0,5100,0.0,Iceland1995,0.826,"7,018,100,153",28680,G.I. Generation
5534,Slovenia,2005,male,75+ years,43,39044,110.13,Slovenia2005,0.857,"36,346,974,008",19012,Silent
5535,South Africa,1999,female,55-74 years,5,1949775,0.26,South Africa1999,,"136,631,966,609",3424,Silent
5536,Belgium,2008,female,55-74 years,165,1133712,14.55,Belgium2008,,"518,625,897,173",51345,Silent
5537,Barbados,2012,male,35-54 years,0,39060,0.0,Barbados2012,0.7929999999999999,"4,656,350,000",17620,Generation X
5538,Brazil,2010,male,55-74 years,1236,10813388,11.43,Brazil2010,0.737,"2,208,871,646,203",12161,Silent
5539,Ukraine,2012,female,25-34 years,186,3607893,5.16,Ukraine2012,0.743,"175,781,379,051",4096,Millenials
5540,Paraguay,2005,female,15-24 years,44,594065,7.41,Paraguay2005,0.6459999999999999,"8,734,653,809",1704,Millenials
5541,Ukraine,1991,male,75+ years,482,667000,72.26,Ukraine1991,,"77,464,561,150",1607,G.I. Generation
5542,Republic of Korea,2012,male,35-54 years,3732,8693747,42.93,Republic of Korea2012,,"1,222,807,284,485",25464,Generation X
5543,Cyprus,2007,male,75+ years,2,17897,11.18,Cyprus2007,,"24,077,470,572",33048,Silent
5544,Ireland,1985,male,5-14 years,1,360200,0.28,Ireland1985,0.742,"21,295,486,383",6638,Generation X
5545,Ukraine,2000,female,35-54 years,774,7293800,10.61,Ukraine2000,0.6679999999999999,"31,261,527,363",663,Boomers
5546,Paraguay,1986,male,5-14 years,0,485244,0.0,Paraguay1986,,"3,439,716,562",1086,Generation X
5547,Estonia,2004,male,15-24 years,31,103745,29.88,Estonia2004,,"12,059,201,242",9293,Millenials
5548,Armenia,1991,female,75+ years,2,52900,3.78,Armenia1991,,"2,068,526,522",640,G.I. Generation
5549,Denmark,2013,female,35-54 years,54,775088,6.97,Denmark2013,0.9229999999999999,"343,584,385,594",64831,Generation X
5550,El Salvador,2012,female,5-14 years,9,626538,1.44,El Salvador2012,0.662,"21,386,153,000",3806,Generation Z
5551,Australia,2000,female,25-34 years,106,1445332,7.33,Australia2000,0.898,"415,034,227,218",23219,Generation X
5552,Bulgaria,1990,male,75+ years,174,179200,97.1,Bulgaria1990,0.695,"20,632,090,909",2451,G.I. Generation
5553,Azerbaijan,2001,female,5-14 years,7,862100,0.81,Azerbaijan2001,,"5,707,720,391",759,Millenials
5554,South Africa,2011,female,15-24 years,34,5097135,0.67,South Africa2011,0.6509999999999999,"416,878,162,441",8906,Millenials
5555,Russian Federation,2005,male,35-54 years,15843,20550405,77.09,Russian Federation2005,,"764,017,107,992",5611,Boomers
5556,Switzerland,2013,male,75+ years,146,256661,56.88,Switzerland2013,0.9279999999999999,"688,504,173,431",89634,Silent
5557,Thailand,2010,male,15-24 years,387,4905031,7.89,Thailand2010,0.716,"341,105,009,515",5707,Millenials
5558,Cuba,2014,female,55-74 years,116,1074729,10.79,Cuba2014,0.769,"80,656,100,000",7459,Boomers
5559,Portugal,2009,male,35-54 years,235,1490036,15.77,Portugal2009,,"243,745,748,819",24254,Boomers
5560,Uruguay,2003,male,55-74 years,131,246693,53.1,Uruguay2003,,"12,045,631,093",3929,Silent
5561,Uruguay,1993,female,35-54 years,32,369910,8.65,Uruguay1993,,"15,002,106,518",5180,Boomers
5562,Australia,1996,female,15-24 years,59,1311800,4.5,Australia1996,,"400,302,731,411",23526,Generation X
5563,Portugal,1989,male,55-74 years,207,854371,24.23,Portugal1989,,"60,600,056,659",6436,G.I. Generation
5564,Saint Vincent and Grenadines,2005,female,35-54 years,1,12482,8.01,Saint Vincent and Grenadines2005,0.6970000000000001,"550,728,667",5556,Boomers
5565,United Kingdom,2003,female,15-24 years,91,3718206,2.45,United Kingdom2003,,"2,038,395,102,041",36289,Millenials
5566,Cyprus,2013,female,55-74 years,1,86452,1.16,Cyprus2013,0.85,"24,084,572,491",29624,Boomers
5567,El Salvador,2008,female,25-34 years,26,482895,5.38,El Salvador2008,,"17,986,886,200",3271,Generation X
5568,Antigua and Barbuda,2012,female,15-24 years,0,8435,0.0,Antigua and Barbuda2012,0.7809999999999999,"1,211,411,704",13657,Millenials
5569,Panama,2011,female,15-24 years,9,314086,2.87,Panama2011,0.759,"34,686,224,300",10403,Millenials
5570,Guatemala,1989,female,5-14 years,4,1283852,0.31,Guatemala1989,,"8,410,724,361",1122,Generation X
5571,Republic of Korea,2011,male,75+ years,1276,688365,185.37,Republic of Korea2011,,"1,202,463,682,634",25157,Silent
5572,Republic of Korea,2009,male,15-24 years,549,3472834,15.81,Republic of Korea2009,,"901,934,953,365",19036,Millenials
5573,Mexico,1997,male,35-54 years,689,8545328,8.06,Mexico1997,,"500,413,483,109",5864,Boomers
5574,Uruguay,2013,male,75+ years,63,79099,79.65,Uruguay2013,0.79,"57,531,233,351",18179,Silent
5575,Slovenia,2004,male,25-34 years,38,152360,24.94,Slovenia2004,,"34,470,227,454",18067,Generation X
5576,Netherlands,1997,female,35-54 years,195,2270400,8.59,Netherlands1997,,"412,199,006,099",28156,Boomers
5577,Israel,2015,female,75+ years,14,241083,5.81,Israel2015,,"299,093,839,690",39793,Silent
5578,Belgium,2000,female,75+ years,76,484631,15.68,Belgium2000,0.8740000000000001,"237,904,919,845",24592,G.I. Generation
5579,Greece,1990,female,25-34 years,11,720200,1.53,Greece1990,0.759,"97,891,090,929",10179,Boomers
5580,Ireland,1986,female,15-24 years,10,303500,3.29,Ireland1986,,"28,748,960,471",8937,Generation X
5581,Bulgaria,1998,female,5-14 years,3,490700,0.61,Bulgaria1998,,"14,630,992,956",1852,Millenials
5582,Israel,2013,male,75+ years,34,160074,21.24,Israel2013,0.893,"292,489,185,194",40477,Silent
5583,Sweden,2004,male,35-54 years,300,1240460,24.18,Sweden2004,,"381,705,425,302",44831,Boomers
5584,Poland,1995,female,35-54 years,400,5405400,7.4,Poland1995,0.74,"142,137,319,588",3937,Boomers
5585,Austria,1997,male,35-54 years,379,1095317,34.6,Austria1997,,"212,790,348,405",28325,Boomers
5586,Colombia,1998,male,35-54 years,374,4068675,9.19,Colombia1998,,"98,443,739,941",2814,Boomers
5587,Saint Lucia,1997,female,75+ years,0,3067,0.0,Saint Lucia1997,,"676,949,594",5053,G.I. Generation
5588,Georgia,2012,female,35-54 years,3,659300,0.46,Georgia2012,0.747,"15,846,474,596",3772,Generation X
5589,Mauritius,1990,female,5-14 years,3,103400,2.9,Mauritius1990,0.619,"2,653,480,001",2820,Generation X
5590,Netherlands,1991,female,5-14 years,0,878300,0.0,Netherlands1991,,"323,320,449,906",22906,Millenials
5591,Hungary,1996,female,55-74 years,332,1193895,27.81,Hungary1996,,"46,659,796,773",4792,Silent
5592,Turkmenistan,1999,male,35-54 years,110,406288,27.07,Turkmenistan1999,,"2,450,686,660",619,Boomers
5593,Ireland,1990,male,25-34 years,51,236900,21.53,Ireland1990,0.77,"49,364,681,256",15312,Boomers
5594,Japan,2012,female,75+ years,1612,9362000,17.22,Japan2012,0.888,"6,203,213,121,334",51379,Silent
5595,Uzbekistan,1992,male,15-24 years,257,2079600,12.36,Uzbekistan1992,,"12,941,297,376",709,Generation X
5596,Italy,2010,female,5-14 years,1,2743696,0.04,Italy2010,0.8690000000000001,"2,125,058,244,243",36869,Generation Z
5597,Serbia,2008,male,5-14 years,0,393036,0.0,Serbia2008,,"49,259,526,053",7049,Generation Z
